cap1,cap2,cap3,cap4,cap5,year,Bishop,patch.no
6,6,NA,NA,NA,2007,0,45
6,NA,NA,NA,NA,2007,0,46
6,6,NA,NA,NA,2007,0,47
6,NA,NA,NA,NA,2007,0,48
6,NA,NA,NA,NA,2007,0,49
6,6,6,NA,NA,2007,0,50
6,6,NA,NA,NA,2007,0,51
6,NA,NA,NA,NA,2007,0,52
6,NA,NA,NA,NA,2007,0,53
6,NA,NA,NA,NA,2007,0,54
6,NA,NA,NA,NA,2007,0,55
6,NA,NA,NA,NA,2007,0,56
6,6,NA,NA,NA,2007,0,57
6,NA,NA,NA,NA,2007,0,58
6,NA,NA,NA,NA,2007,0,59
6,NA,NA,NA,NA,2007,0,60
6,NA,NA,NA,NA,2007,0,61
6,NA,NA,NA,NA,2007,0,62
6,6,6,3,NA,2007,0,63
6,NA,NA,NA,NA,2007,0,64
6,6,6,NA,NA,2008,1,1
1,1,1,NA,NA,2008,1,2
2,2,1,4,NA,2008,1,3
6,6,6,NA,NA,2008,1,4
4,6,1,NA,NA,2008,1,5
6,3,6,5,1,2008,1,6
6,6,6,NA,NA,2008,1,7
1,6,NA,NA,NA,2008,1,8
4,4,1,1,1,2008,1,9
1,4,NA,NA,NA,2008,1,10
4,4,4,5,NA,2008,1,11
1,6,1,6,1,2008,1,12
6,6,NA,NA,NA,2008,0,13
6,NA,NA,NA,NA,2008,0,14
6,NA,NA,NA,NA,2008,0,15
3,NA,NA,NA,NA,2008,0,16
6,NA,NA,NA,NA,2008,0,17
3,3,3,3,2,2008,0,18
6,NA,NA,NA,NA,2008,0,19
1,1,NA,NA,NA,2008,0,20
6,6,NA,NA,NA,2008,0,21
6,6,NA,NA,NA,2008,0,22
6,NA,NA,NA,NA,2008,0,23
6,6,NA,NA,NA,2008,0,24
6,NA,NA,NA,NA,2008,0,25
2,1,6,NA,NA,2008,0,26
6,NA,NA,NA,NA,2008,0,27
6,NA,NA,NA,NA,2008,0,28
6,NA,NA,NA,NA,2008,0,29
6,6,6,NA,NA,2008,0,30
1,6,NA,NA,NA,2008,0,31
6,6,6,NA,NA,2008,0,32
2,6,6,NA,NA,2008,0,33
6,6,6,NA,NA,2008,0,34
6,6,NA,NA,NA,2008,0,35
2,6,NA,NA,NA,2008,0,36
6,NA,NA,NA,NA,2008,0,37
6,NA,NA,NA,NA,2008,0,38
6,NA,NA,NA,NA,2008,0,39
6,6,NA,NA,NA,2008,0,40
6,6,NA,NA,NA,2008,0,41
2,NA,NA,NA,NA,2008,0,42
6,1,6,2,2,2008,0,43
2,6,NA,NA,NA,2008,0,44
6,6,NA,NA,NA,2008,0,45
6,NA,NA,NA,NA,2008,0,46
6,6,NA,NA,NA,2008,0,47
6,NA,NA,NA,NA,2008,0,48
6,NA,NA,NA,NA,2008,0,49
6,6,6,NA,NA,2008,0,50
6,6,NA,NA,NA,2008,0,51
6,NA,NA,NA,NA,2008,0,52
6,NA,NA,NA,NA,2008,0,53
6,NA,NA,NA,NA,2008,0,54
6,NA,NA,NA,NA,2008,0,55
6,NA,NA,NA,NA,2008,0,56
6,6,NA,NA,NA,2008,0,57
6,6,6,NA,NA,2008,0,58
6,NA,NA,NA,NA,2008,0,59
6,NA,NA,NA,NA,2008,0,60
6,NA,NA,NA,NA,2008,0,61
6,NA,NA,NA,NA,2008,0,62
2,NA,NA,NA,NA,2008,0,63
6,6,6,NA,NA,2008,0,64
6,6,6,NA,NA,2009,1,1
6,6,1,NA,NA,2009,1,2
5,4,4,6,NA,2009,1,3
6,6,6,3,3,2009,1,4
5,1,1,NA,NA,2009,1,5
6,4,5,6,6,2009,1,6
6,6,2,NA,NA,2009,1,7
1,1,NA,NA,NA,2009,1,8
5,2,1,1,4,2009,1,9
4,5,NA,NA,NA,2009,1,10
1,4,4,NA,NA,2009,1,11
1,1,6,6,1,2009,1,12
6,6,NA,NA,NA,2009,0,13
6,6,NA,NA,NA,2009,0,14
2,NA,NA,NA,NA,2009,0,15
6,6,NA,NA,NA,2009,0,16
6,NA,NA,NA,NA,2009,0,17
4,3,2,NA,NA,2009,0,18
3,NA,NA,NA,NA,2009,0,19
6,4,NA,NA,NA,2009,0,20
6,6,NA,NA,NA,2009,0,21
6,6,6,NA,NA,2009,0,22
6,NA,NA,NA,NA,2009,0,23
6,6,NA,NA,NA,2009,0,24
4,NA,NA,NA,NA,2009,0,25
6,6,6,NA,NA,2009,0,26
6,NA,NA,NA,NA,2009,0,27
3,NA,NA,NA,NA,2009,0,28
6,6,6,NA,NA,2009,0,29
6,6,6,NA,NA,2009,0,30
6,1,NA,NA,NA,2009,0,31
6,6,6,NA,NA,2009,0,32
6,6,NA,NA,NA,2009,0,33
6,6,6,NA,NA,2009,0,34
6,6,NA,NA,NA,2009,0,35
2,5,NA,NA,NA,2009,0,36
6,NA,NA,NA,NA,2009,0,37
6,NA,NA,NA,NA,2009,0,38
6,NA,NA,NA,NA,2009,0,39
6,6,NA,NA,NA,2009,0,40
6,6,NA,NA,NA,2009,0,41
6,NA,NA,NA,NA,2009,0,42
6,3,NA,NA,NA,2009,0,43
6,6,NA,NA,NA,2009,0,44
1,6,NA,NA,NA,2009,0,45
6,NA,NA,NA,NA,2009,0,46
6,6,NA,NA,NA,2009,0,47
6,NA,NA,NA,NA,2009,0,48
3,3,NA,NA,NA,2009,0,49
6,NA,NA,NA,NA,2009,0,50
6,6,NA,NA,NA,2009,0,51
6,NA,NA,NA,NA,2009,0,52
6,6,6,NA,NA,2009,0,53
6,NA,NA,NA,NA,2009,0,54
6,NA,NA,NA,NA,2009,0,55
6,NA,NA,NA,NA,2009,0,56
6,6,6,NA,NA,2009,0,57
6,2,6,NA,NA,2009,0,58
6,NA,NA,NA,NA,2009,0,59
6,NA,NA,NA,NA,2009,0,60
6,6,6,NA,NA,2009,0,61
3,3,NA,NA,NA,2009,0,62
6,6,6,NA,NA,2009,0,63
6,6,3,NA,NA,2009,0,64
NA,NA,NA,NA,NA,2010,1,1
NA,NA,NA,NA,NA,2010,1,2
NA,NA,NA,NA,NA,2010,1,3
NA,NA,NA,NA,NA,2010,1,4
NA,NA,NA,NA,NA,2010,1,5
NA,NA,NA,NA,NA,2010,1,6
NA,NA,NA,NA,NA,2010,1,7
NA,NA,NA,NA,NA,2010,1,8
NA,NA,NA,NA,NA,2010,1,9
NA,NA,NA,NA,NA,2010,1,10
5,5,5,NA,NA,2010,1,11
NA,NA,NA,NA,NA,2010,1,12
6,6,6,NA,NA,2010,0,13
6,6,6,NA,NA,2010,0,14
5,NA,NA,NA,NA,2010,0,15
6,NA,NA,NA,NA,2010,0,16
6,NA,NA,NA,NA,2010,0,17
3,3,3,NA,NA,2010,0,18
3,NA,NA,NA,NA,2010,0,19
6,1,NA,NA,NA,2010,0,20
6,4,NA,NA,NA,2010,0,21
6,6,6,NA,NA,2010,0,22
6,NA,NA,NA,NA,2010,0,23
6,6,NA,NA,NA,2010,0,24
5,NA,NA,NA,NA,2010,0,25
6,NA,NA,NA,NA,2010,0,26
6,NA,NA,NA,NA,2010,0,27
6,NA,NA,NA,NA,2010,0,28
6,NA,NA,NA,NA,2010,0,29
6,NA,NA,NA,NA,2010,0,30
2,6,NA,NA,NA,2010,0,31
3,6,NA,NA,NA,2010,0,32
3,2,NA,NA,NA,2010,0,33
2,2,6,NA,NA,2010,0,34
6,6,NA,NA,NA,2010,0,35
2,3,NA,NA,NA,2010,0,36
2,NA,NA,NA,NA,2010,0,37
6,NA,NA,NA,NA,2010,0,38
6,NA,NA,NA,NA,2010,0,39
6,6,NA,NA,NA,2010,0,40
6,6,NA,NA,NA,2010,0,41
2,NA,NA,NA,NA,2010,0,42
6,6,2,NA,NA,2010,0,43
2,6,NA,NA,NA,2010,0,44
6,6,NA,NA,NA,2010,0,45
6,NA,NA,NA,NA,2010,0,46
6,6,NA,NA,NA,2010,0,47
6,NA,NA,NA,NA,2010,0,48
3,NA,NA,NA,NA,2010,0,49
6,6,6,NA,NA,2010,0,50
6,6,NA,NA,NA,2010,0,51
6,NA,NA,NA,NA,2010,0,52
3,NA,NA,NA,NA,2010,0,53
6,NA,NA,NA,NA,2010,0,54
NA,NA,NA,NA,NA,2010,0,55
6,NA,NA,NA,NA,2010,0,56
6,6,NA,NA,NA,2010,0,57
3,NA,NA,NA,NA,2010,0,58
6,NA,NA,NA,NA,2010,0,59
6,NA,NA,NA,NA,2010,0,60
6,NA,NA,NA,NA,2010,0,61
6,NA,NA,NA,NA,2010,0,62
6,6,6,NA,NA,2010,0,63
3,6,NA,NA,NA,2010,0,64
